extension,files,repositories,avg_size,std_size
.jsf,1310,238,5701.1106870228923,23445.550201733251
.jsdtscope,12900,9065,1301.7891472868218,31022.106344787902
.jsdoc,3206,364,765.64815970056122,2500.7664378421659
.jscsrc,49843,35542,1384.5807234717026,897.47228929418384
.jscodehints,823,297,150.23207776427705,88.470586154575088
.jscad,669,92,13679.267563527652,85463.465387080549
.jsbundle,1570,1166,164102.98280254769,437241.10449088406
.jsbeautifyrc,4992,3987,554.013621794872,774.35303404399679
.jsb3,600,143,35145.643333333355,12711.481105780971
.jsb,841,633,40569.595719381658,57113.7492587479
.js_,1754,258,13494.898517673877,70900.8257039706
.js/test/ci,1753,1478,425.18425556189385,3.5209326297236454
.js/makefile,1504,1326,642.845079787234,618.55104059628582
.js/license,18148,13675,1590.5556535155361,2238.0064675622571
.js/licence,3170,2437,1100.9195583596213,30.264159846515362
.js/lib/font/source-sans-pro/license,564,407,4632.2375886524815,3.2041722136489414
.js/lib/font/league-gothic/license,561,404,92.012477718360074,0.15184964351220839
.js/cakefile,8456,7345,627.1381267738883,66.7031595380824
.js/bin/hulk,566,527,3102.7137809187279,999.54721043993
.js,285340249,1203371,23170.70850081322,154565.91374119362
.jrxml,18852,1190,18982.659452577955,44277.5747870781
.jrs,2185,144,528383.99954233342,2201106.4679449126
.jrl,11720,319,3864.6080204778132,7180.0093436356074
.jrag,631,24,8771.2836767036424,10616.008863543224
.jr,695,148,1355.2618705035973,6568.3460149604807
.jql,1934,90,70.35418821096178,319.3011383610347
.jq,3345,702,4583.1841554559051,54568.350208658383
.jpt,1074,52,1541.5772811918059,2919.0147704791689
.jpsmodelserializerextension,1059,135,138.85363550519364,171.58813481410166
.jpr,662,111,11402.546827794566,20104.523299908487
.jpp,1156,99,14798.225778546714,24176.950435993334
.jpi,1499,218,932031.31621080567,2258287.76182656
.jpg~head_0,2644,13,78143.236006051491,106870.36785517342
.jpg~head,3308,28,81097.827690447361,251892.54375639078
.jpg_backup,5894,154,873737.97743467789,1623748.6994031626
.jpg+t,589,17,1295.2224108658741,393.55846894266011
.jpg,16993927,504652,136966.33541036845,584177.94453652017
.jpf,740,52,33157.706756756736,373257.8864517347
.jpeg,715859,54208,98606.809258527021,563710.019841986
.jpe,1266,423,94437.924170616,393494.45393289457
.jpc,1311,93,475190.14874141873,142655.65654564922
.jpage,1742,176,814.2164179104476,1131.7262770287841
.jpa,667,195,5234409.7991004474,18082293.924183313
.jp2,9369,573,544322.4809478058,2036857.492643296
.jp,892,253,82988.922645739949,679518.86321035284
.jou,2965,189,2971.6654300168652,53714.766864281512
.job,11299,1088,19652.049827418323,433251.00378014229
.jnlp,6190,1656,1067.664620355411,908.57231483066744
.jnl,2750,24,9497.6945454545366,282713.33281290712
.jnilib,5688,2020,529213.13291139342,1486854.3501068428
.jmx,12396,2905,60862.293965795412,211549.91817132631
.jml,1041,46,5814.397694524494,35612.35315658569
.jmk,1452,144,2590.5055096418732,2001.2658135840445
.jmconfig,832,378,226.99879807692307,0.034668762264077037
.jm,1556,86,14866.041773778901,81043.130278856319
.jlink,855,203,609.96725146198764,747.844473965072
.jld,774,78,2264917.3475452191,8074358.6165825073
.jl,85615,6530,8403.4830578753554,432465.60871911177
.jks,29241,7168,7912.5131151465484,17742.693347136097
.jjt,1027,617,18066.506329113941,19435.61010868934
.jj,7565,2169,17383.024983476538,94932.756361992841
.jit,990,199,11981.958585858585,34714.933828267822
.jisonlex,674,234,2568.8234421364982,5257.9348100325642
.jison,1961,710,8259.71494135646,13920.96735345448
.jinja2,12626,1396,3476.5373831775687,48912.234049497842
.jinja,14858,1607,1842.6563467492281,4350.1754976114717
.jin,667,315,13967.169415292354,4317.6102158207677
.jimple,2084,28,9063.6348368521958,12698.537622344265
.jhm,13895,205,565.7006836991726,3816.7522878091777
.jhist,1195,202,42101.986610878652,32990.085917347831
.jfrm,1295,126,10830.512741312739,7554.3132496292328
.jflex,1066,378,12373.914634146338,15370.885851209803
.jffs2,532,462,177369.27067669173,1649096.7494398761
.jfd,761,72,14715.950065703037,32893.683305423619
.jfc,509,180,19293.461689587424,3226.6312722608682
.jet,1519,83,76644.93548387097,522466.7408808227
.jenkins,555,466,604.801801801802,1919.3228010937066
.jelly,123239,1954,2030.173475928889,2167.7945152670191
.jed,1380,96,36827.655072463749,121289.51197409866
.jdx,1629,47,141928.54143646412,778281.28897279664
.jdo,910,101,4314.6934065934038,8662.7280869941551
.jdl,1449,153,971.78812974465086,771.017963633624
.jdb,1017,93,3489227.1288102251,4498685.712700191
.jd,10844,23,14440.60042419775,57148.958819244763
.jconf,955,44,4279.4240837696316,6860.8095346619129
.jceks,868,271,1496.4009216589861,1335.7601141089531
.jbuilder,42163,6208,163.95104712662734,254.30758917367146
.jb,734,483,28163.088555858325,349412.82588056708
.jax,927,262,34276.871628910456,69582.882325072758
.java~,7431,1145,5906.1773650921823,58744.676014391494
.javax,1014,37,1673.9763313609471,3634.7625646952124
.javascript,3547,890,7419.2621934028739,37012.405024432781
.javajet,731,74,10120.358413132692,23754.0633149938
.java_,652,97,2275.1426380368116,6250.4027040444416
".java,v",1931,64,3623.9295701708961,4626.1820100224886
.java,57514387,383456,5672.7822542558006,23777.168501833228
.jav,1894,230,1678.3009503695882,3144.3104896946734
.jasper,8714,649,45091.527541886688,31024.411875228565
.jasm,664,107,2827.5195783132535,11675.524508373026
.jardesc,914,572,1703.9070021881864,4427.332228145262
.jar,1767017,207896,666158.89567389549,2815984.0262346333
.jape,3976,58,3872.9439134808836,7432.8626598284709
.jams,9304,13,184563.13671539121,1207840.8166814642
.jamon,659,91,6733.3702579666169,5182.98517064385
.jamignore,6457,3663,91.0433637912343,87.218435151743279
.jam,28143,783,6103.9333759727151,11030.782065928157
.jag,77657,604,2656.6526262925436,6168.3166907912564
.jade,352728,34757,1570.1454066589511,4878.3492646137256
.jad,703,446,752.08250355618827,2303.3074946337256
.jack,2676,516,4533.4312406576919,35459.183792559612
.ja,2831,1151,311672.87884139869,1834433.5626733729
.j4a,506,21,48.043478260869556,10.861417178493289
.j3sn,705,32,914.35886524822729,769.904825699303
.j3odata,1299,112,86.637413394919136,25.591766987181643
.j3o,2603,128,479937.8932001536,1923505.21096516
.j3md,2039,115,1606.4266797449709,2757.2306102804005
.j3m,1545,107,306.47831715210361,186.64857381178788
.j2c,1971,62,68482.833079655014,53714.902055996696
.j2,173455,11274,1762.5183188723342,26325.98247183334
.j,59500,842,7568.7287394957912,296187.138595792
.ixx,53688,119,7719.6551743406344,451586.44357279694
.ix,1227,191,785.79543602281944,5548.7804609037339
.iws,1829,1250,47346.452706396914,60866.235646751513
.ivy,766,198,2448.1383812010458,5617.62482399622
.ivtv,27079,13494,3737.1005945566671,2575.6176382241797
.ive,606,73,2147399.4504950503,6749690.5166709516
.iv,2973,154,488841.32828792452,4119522.3596265735
.its,2689,640,3385.1141688359962,81463.838205308
.itp,4558,118,212213.28367705212,2053429.91630683
.itm,3603,54,580.00666111573594,1143.1500431067682
.itk,1567,156,18814.837268666208,18209.319916484626
.ith,742,27,1977.8274932614556,1390.9069769450275
.itf,585,29,17921.384615384621,67503.979561082044
.itexi,1374,19,18299.129548762736,27080.035607764628
.itermcolors,5419,1701,6009.710832256872,1797.6791412595173
.items,50585,570,342.823228229712,1587.5847645196054
.item,23104,344,11006.997576177288,104122.55930120514
.itely,2919,11,38571.410071942482,41400.678626302106
.itcl,946,58,10621.320295983089,11843.758265240394
.itc,1221,25,110962.68222768225,81371.984926131729
.itb,664,28,18015.897590361434,18517.546398890077
.itarget,1518,109,213.40645586297745,341.49638933179506
.it,1797,759,376204.44407345576,1896571.0154538855
.ist,908,675,1200.6960352422905,9669.8866064382273
.isstring/license,846,799,1233.1040189125295,1.5100634163952784
.iss,12276,5067,5914.17456826331,14418.354597959391
.isplainobject/license,1322,1217,1728.464447806354,332.341379385664
.ispc,751,80,11789.214380825564,42917.03431370014
.isolate,8958,406,1441.6924536726917,3517.9037427242865
.iso88594,516,74,286.24224806201545,484.04205610227
.iso88592,883,75,574.68289920724794,699.32810741983815
.iso,1714,1041,1521797.2246207714,5959358.4116782453
.isl,5335,646,41899.021743205187,134640.02987407803
.isequal/license,681,463,1908.7254038179146,165.33066532804685
.isempty/license,583,563,1950.04974271012,28.990031390751909
.ise,601,87,70068.993344425922,119125.7607941007
.iscsi,1038,1005,171.50192678227353,547.80725120313036
.isarray/license,6984,2914,1232.845504009164,14.770720361027033
.isarguments/license,6857,2878,1434.0040834184047,318.54281512983124
.isa,13797,267,15185.820903094891,100874.40230966489
.irx,730,300,4274.842465753426,9484.6848997371853
.irreversible,2083,210,474.59049447911661,1179.2952171810032
.irix,720,492,6441.1986111111128,33450.8496860052
.irbrc,591,564,800.38917089678546,1027.0948947714533
.ir,16430,13720,19809.995130858184,351417.9031886
.iq,12378,38,12597.345613184669,667954.69059500529
.ipynb,236071,26722,350196.84495342523,1903475.8887567976
.ipw2200,13745,13691,15967.936777009823,194.88346904254121
.ipw2100,13743,13691,11205.776322491451,109.73963922026572
.ipt,8249,217,358783.70226694149,1796638.7214201319
.ips,14438,13803,5770.5482061227349,15442.213158579883
.ipr,7074,2347,12294.942182640665,17147.398517284015
.ipp,144502,2125,16650.571050919723,80223.41760245958
.ipl,787,754,1966.2249047013975,830.31605557914122
.ipkg,1277,193,1383.1644479248234,9494.5033064205927
.ipk,17349,169,96046.4057294369,539279.19698460063
.ipf,1392,241,59827.856321839135,247281.07626805102
.ipe,1378,123,18631.793178519612,43415.629950514791
.ipconf,624,312,199.0,3.00240673925592
.ipch,2650,811,24735912.71698115,26611672.526618537
.ipa,1927,780,7370939.6263622213,14918605.520130608
.ip,2710,64,6905.40664206642,23986.343343898818
.iosched,13839,13771,2731.6713635378251,1178.5382797777015
.ios/itunesartwork@2x,3621,943,26935.44407622204,66212.772471769538
.ios/itunesartwork,3618,944,18994.866777224994,20877.303942091228
.ios,926,627,1485678.3099352056,8408912.1903904714
.ion,2449,175,1126.0661494487531,13038.995066886209
.ioctl,13103,13049,13740.360604441734,8948.3401651607473
.ioc,1333,361,8079.0375093773482,8954.1543489711275
.iob,858,12,14918.130536130537,120218.28090694435
.io/utils/license,589,571,11358.178268251273,4.3264496280092093
.io/sample-apiserver/pkg/cmd/server/build,523,501,1413.3766730401528,430.19295945736712
.io/sample-apiserver/pkg/apiserver/build,523,501,1857.6099426386227,148.46969341465075
.io/sample-apiserver/pkg/apis/wardle/v1alpha1/build,523,501,1074.0803059273421,163.36869560400646
.io/sample-apiserver/pkg/apis/wardle/install/build,523,501,1248.0841300191205,139.06784844743643
.io/sample-apiserver/pkg/apis/wardle/build,523,501,1113.3212237093687,255.2414004030806
.io/sample-apiserver/owners,594,558,161.87037037037041,35.539803079055005
.io/sample-apiserver/godeps/readme,629,570,136.0,0.0
.io/sample-apiserver/build,523,501,1723.1376673040152,515.63129868523333
.io/sample-apiserver/artifacts/simple-image/dockerfile,640,581,666.05937499999993,0.33971301060964193
.io/node_modules/ws/wscat/bin/wscat,535,505,6123.0,0.0
.io/node_modules/ws/node_modules/ultron/license,1025,923,1115.0214634146341,0.68716455230986662
.io/node_modules/ws/node_modules/options/makefile,1801,1634,208.00666296501944,0.2827641777757639
.io/node_modules/ws/makefile,1833,1664,804.12711402073091,61.318453337219488
.io/node_modules/ws/build/makefile,584,541,13669.289383561643,381.72358074893776
.io/node_modules/redis/benches/stress/speed/plot,2187,2083,377.3488797439415,15.780876076785363
.io/node_modules/redis/benches/stress/speed/00,2187,2083,387.33058984910838,16.20799142600525
.io/node_modules/redis/benches/stress/rpushblpop/run,2188,2084,100.84277879341866,3.9397564389017004
.io/node_modules/redis/benches/stress/pubsub/run,2187,2083,165.73113854595337,6.7241392196818479
.io/node_modules/policyfile/makefile,2376,2258,134.79797979797979,5.1728453049211067
.io/node_modules/policyfile/license,2376,2258,1065.2491582491582,43.390362734581061
.io/node_modules/has-binary-data/makefile,1354,1257,43.0,0.0
.io/node_modules/has-binary-data/license,1355,1258,1078.0,0.0
.io/node_modules/debug/makefile,4548,2442,693.10620052770469,149.3477952813067
.io/node_modules/debug/license,1476,701,1107.1802168021682,1.8422650632127953
.io/node_modules/accepts/license,826,751,1118.3450363196123,33.052220658883563
.io/metrics/pkg/client/custom_metrics/fake/build,539,502,971.66604823747673,137.72187835714672
.io/metrics/pkg/client/custom_metrics/build,563,511,1692.9822380106571,723.63698088958711
.io/metrics/pkg/apis/metrics/v1alpha1/build,575,521,1390.6869565217391,84.442851756951811
.io/metrics/pkg/apis/metrics/install/build,541,504,888.21626617375239,83.221432612234707
.io/metrics/pkg/apis/metrics/build,576,522,1105.8177083333335,120.46529978000699
.io/metrics/pkg/apis/custom_metrics/install/build,539,502,910.36549165120607,130.88555259306662
.io/metrics/pkg/apis/custom_metrics/build,563,511,1168.8365896980463,160.19890309253125
.io/metrics/license,705,637,11357.0,0.0
.io/makefile,7443,4716,499.58269514980537,398.14772691773942
.io/license,8126,5688,1529.0379030273205,2072.1699306713645
.io/latest,971,928,52.0,0.0
.io/kubernetes/third_party/forked/reflect/license,795,349,1503.8314465408805,494.76420281809214
.io/kubernetes/third_party/forked/json/license,592,218,1479.0,0.0
.io/kubernetes/pkg/util/procfs/example_proc_cgroup,602,411,346.0,0.0
.io/kubernetes/pkg/kubectl/owners,533,312,84.048780487804876,27.520079194078281
.io/kubernetes/pkg/credentialprovider/owners,572,338,166.69580419580421,134.8305226005825
.io/kubernetes/pkg/controller/owners,572,347,80.984265734265733,25.494989665792353
.io/kubernetes/pkg/api/owners,739,451,217.28281461434369,193.27266321582769
.io/kubernetes/license,1548,728,11360.767441860464,7.2826523946701238
.io/kube-openapi/license,725,689,11358.164137931035,4.4195490486138338
.io/kube-aggregator/pkg/registry/apiservice/etcd/build,554,516,1142.7093862815889,244.14878594139492
.io/kube-aggregator/pkg/registry/apiservice/build,550,512,1404.2327272727273,202.3669871045665
.io/kube-aggregator/pkg/controllers/status/build,542,504,3041.7970479704804,424.08582048165488
.io/kube-aggregator/pkg/controllers/build,550,512,897.03999999999985,221.60636066966399
.io/kube-aggregator/pkg/controllers/autoregister/build,554,516,2395.5198555956677,194.38207506338276
.io/kube-aggregator/pkg/cmd/server/build,527,504,1255.9620493358634,115.55109515374362
.io/kube-aggregator/pkg/client/listers/apiregistration/v1beta1/build,508,485,921.60236220472439,108.3469814843766
.io/kube-aggregator/pkg/client/informers/externalversions/internalinterfaces/build,528,505,856.69696969696963,183.02903366262785
.io/kube-aggregator/pkg/client/informers/externalversions/build,528,505,1531.8749999999998,293.80998438786287
.io/kube-aggregator/pkg/client/informers/externalversions/apiregistration/v1beta1/build,508,485,1324.1082677165355,156.47623059170533
.io/kube-aggregator/pkg/client/informers/externalversions/apiregistration/build,528,505,1040.683712121212,289.69848285346296
.io/kube-aggregator/pkg/client/clientset_generated/clientset/typed/apiregistration/v1beta1/fake/build,507,484,1392.9763313609467,169.23091385880662
.io/kube-aggregator/pkg/client/clientset_generated/clientset/typed/apiregistration/v1beta1/build,511,488,1362.3874755381605,191.71488880086574
.io/kube-aggregator/pkg/client/clientset_generated/clientset/scheme/build,531,508,1067.9604519774009,218.92678266683575
.io/kube-aggregator/pkg/client/clientset_generated/clientset/fake/build,527,504,1923.6337760910817,348.38133121172655
.io/kube-aggregator/pkg/client/clientset_generated/clientset/build,538,508,1365.4237918215615,346.07269173073905
.io/kube-aggregator/pkg/apiserver/build,554,516,5226.91335740072,436.23834220946486
.io/kube-aggregator/pkg/apis/apiregistration/validation/build,532,509,942.05451127819549,138.64274442698607
.io/kube-aggregator/pkg/apis/apiregistration/v1beta1/build,515,492,1223.0834951456311,150.302052623308
.io/kube-aggregator/pkg/apis/apiregistration/install/build,551,513,986.73502722323042,121.05491852103994
.io/kube-aggregator/pkg/apis/apiregistration/build,553,515,1235.7757685352617,320.14107566011575
.io/kube-aggregator/owners,612,575,162.2467320261438,37.64155483656323
.io/kube-aggregator/godeps/readme,634,574,136.0,0.0
.io/kube-aggregator/build,527,504,2368.9943074003804,495.57255549738568
.io/kube-aggregator/artifacts/simple-image/dockerfile,641,581,654.0,0.0
.io/heapster/license,910,908,11324.121978021978,3.6796141699314733
.io/gengo/license,781,741,11354.134443021767,3.7571954015636924
.io/code-generator/license,530,482,11358.0,0.0
.io/code-generator/cmd/client-gen/owners,509,479,110.72888015717092,23.136218728447609
.io/client-go/util/workqueue/build,699,604,1399.5007153075824,99.308142119254967
.io/client-go/util/testing/build,655,563,623.54198473282429,111.05074049943913
.io/client-go/util/retry/owners,628,576,41.267515923566876,23.375550461320948
.io/client-go/util/retry/build,512,476,1050.2128906250002,61.831501906610306
.io/client-go/util/jsonpath/build,678,583,792.21533923303855,113.20339311787552
.io/client-go/util/integer/build,592,494,547.56081081081061,111.69572678523829
.io/client-go/util/homedir/build,732,637,428.83333333333331,120.74497248835227
.io/client-go/util/flowcontrol/build,733,635,963.8335607094134,118.56211449007931
.io/client-go/util/exec/build,653,559,438.90505359877494,111.62688530771484
.io/client-go/util/cert/build,733,635,782.56480218281069,166.4780715958193
.io/client-go/transport/spdy/build,534,493,739.6910112359551,76.24678527168399
.io/client-go/transport/owners,1144,945,92.693181818181813,19.186000902665448
.io/client-go/transport/build,733,635,1032.3233287858113,214.91387387633324
.io/client-go/tools/remotecommand/build,653,559,1713.7794793261871,98.740878626830252
.io/client-go/tools/reference/build,543,507,979.65193370165719,254.37049574593453
.io/client-go/tools/record/owners,970,800,317.88556701030927,19.354503318291979
.io/client-go/tools/record/build,690,595,2504.6463768115932,223.13533650588295
.io/client-go/tools/portforward/build,653,561,950.551301684533,118.68513747713145
.io/client-go/tools/pager/build,505,469,1585.2910891089109,84.445697423229419
.io/client-go/tools/metrics/owners,1139,940,84.721685689201053,17.49799823759605
.io/client-go/tools/metrics/build,733,635,430.95497953615285,121.0391003658878
.io/client-go/tools/leaderelection/resourcelock/build,529,490,969.02268431001858,176.97876802863203
.io/client-go/tools/leaderelection/owners,580,535,160.51034482758618,21.050024221903392
.io/client-go/tools/leaderelection/build,529,490,1999.206049149338,302.35677970911411
.io/client-go/tools/clientcmd/build,717,622,2557.4546722454666,202.8312373908899
.io/client-go/tools/clientcmd/api/v1/build,697,617,878.40172166427521,152.10817157240623
.io/client-go/tools/clientcmd/api/latest/build,697,617,989.71305595408887,166.64793836380437
.io/client-go/tools/clientcmd/api/build,733,635,1090.0327421555255,214.7028993564374
.io/client-go/tools/cache/testing/build,636,559,1324.5660377358492,93.367618410146989
.io/client-go/tools/cache/owners,1064,874,555.98496240601514,53.118548609648343
.io/client-go/tools/cache/build,717,619,3671.9846582984665,360.18035292865682
.io/client-go/tools/auth/build,730,635,667.47397260273965,104.2599763509281
.io/client-go/third_party/forked/golang/template/build,678,583,489.43657817109141,134.440999083817
.io/client-go/testing/build,689,592,1716.7808417997096,546.79677667417457
.io/client-go/rest/watch/build,715,632,1786.9426573426572,124.60373407225551
.io/client-go/rest/owners,1139,940,290.80948200175595,17.604312700418422
.io/client-go/rest/fake/build,648,556,845.7638888888888,91.829430576140325
.io/client-go/rest/build,733,635,4160.323328785812,243.05241954980281
.io/client-go/plugin/pkg/client/auth/openstack/build,501,466,1005.8662674650698,95.292854295798662
.io/client-go/plugin/pkg/client/auth/oidc/owners,1017,847,58.644051130776795,24.889186424932031
.io/client-go/plugin/pkg/client/auth/oidc/build,671,577,866.42921013412808,150.70593283036573
.io/client-go/plugin/pkg/client/auth/gcp/owners,1011,841,77.5459940652819,21.202947004116449
.io/client-go/plugin/pkg/client/auth/gcp/build,674,580,1152.7878338278931,137.69278345472122
.io/client-go/plugin/pkg/client/auth/build,671,577,1072.1654247391953,345.81697911116663
.io/client-go/plugin/pkg/client/auth/azure/build,629,536,1123.1573926868041,163.63160336932643
.io/client-go/pkg/version/build,733,635,558.69440654843129,121.13777295697889
.io/client-go/pkg/api/owners,507,385,449.66666666666669,137.13490275884257
.io/client-go/owners,832,692,405.08293269230768,136.79542499811257
.io/client-go/listers/storage/v1beta1/build,676,581,863.93491124260356,120.05250170065054
.io/client-go/listers/storage/v1/build,676,581,838.82248520710039,104.30096550261439
.io/client-go/listers/settings/v1alpha1/build,675,580,812.2296296296297,128.07753011433749
.io/client-go/listers/scheduling/v1alpha1/build,514,478,896.22957198443589,59.017110389486419
.io/client-go/listers/rbac/v1beta1/build,676,581,910.73668639053233,95.4809667298692
.io/client-go/listers/rbac/v1alpha1/build,675,580,912.56148148148156,96.184264604174629
.io/client-go/listers/rbac/v1/build,509,473,947.51473477406682,47.278766593979796
.io/client-go/listers/policy/v1beta1/build,676,581,1096.9260355029589,136.44905331579989
.io/client-go/listers/networking/v1/build,640,546,818.64999999999986,120.54419899921798
.io/client-go/listers/imagepolicy/v1alpha1/build,516,478,887.80620155038764,73.264789356991557
.io/client-go/listers/extensions/v1beta1/build,676,581,1736.3579881656806,340.905120648316
.io/client-go/listers/core/v1/build,682,587,1312.2741935483873,92.688065165325938
.io/client-go/listers/certificates/v1beta1/build,675,580,862.491851851852,101.13641157647207
.io/client-go/listers/batch/v2alpha1/build,676,581,804.46005917159766,125.84483050697723
.io/client-go/listers/batch/v1beta1/build,504,468,873.87698412698421,55.326868443830605
.io/client-go/listers/batch/v1/build,676,581,955.82100591715994,122.07645049519233
.io/client-go/listers/autoscaling/v1/build,676,581,833.48076923076917,132.903723159397
.io/client-go/listers/authorization/v1beta1/build,516,478,1008.4496124031007,80.921701217935492
.io/client-go/listers/authorization/v1/build,516,478,997.30620155038741,77.815335550924559
.io/client-go/listers/authentication/v1beta1/build,516,478,892.26356589147281,74.5310797885298
.io/client-go/listers/authentication/v1/build,516,478,881.12015503875978,71.384648622830937
.io/client-go/listers/apps/v1beta2/build,515,479,1252.1106796116508,101.01541558264707
.io/client-go/listers/apps/v1beta1/build,676,581,1050.8964497041425,122.68176689352603
.io/client-go/license,1674,1365,11357.340501792116,1.5086746534951512
.io/client-go/kubernetes/typed/storage/v1beta1/fake/build,660,580,1251.575757575758,173.84770519363897
.io/client-go/kubernetes/typed/storage/v1beta1/build,707,626,1175.1994342291375,187.25564958089453
.io/client-go/kubernetes/typed/storage/v1/fake/build,660,580,1218.2878787878788,154.44495217372045
.io/client-go/kubernetes/typed/storage/v1/build,707,626,1146.9391796322489,170.48049236979043
.io/client-go/kubernetes/typed/settings/v1alpha1/fake/build,660,580,1226.5969696969698,147.52853582634216
.io/client-go/kubernetes/typed/settings/v1alpha1/build,706,625,1154.9858356940508,170.95639964397267
.io/client-go/kubernetes/typed/scheduling/v1alpha1/fake/build,512,476,1304.1367187500002,96.575051472433287
.io/client-go/kubernetes/typed/scheduling/v1alpha1/build,539,503,1253.2115027829311,85.22607033335558
.io/client-go/kubernetes/typed/rbac/v1beta1/fake/build,660,580,1302.6651515151516,143.63503847220477
.io/client-go/kubernetes/typed/rbac/v1beta1/build,707,626,1217.7439886845832,165.5111948232805
.io/client-go/kubernetes/typed/rbac/v1alpha1/fake/build,660,580,1305.651515151515,144.4124501696908
.io/client-go/kubernetes/typed/rbac/v1alpha1/build,706,625,1220.1756373937674,166.56694699475466
.io/client-go/kubernetes/typed/rbac/v1/fake/build,505,469,1354.0950495049503,81.489524081122141
.io/client-go/kubernetes/typed/rbac/v1/build,531,495,1290.8248587570622,62.060662834377439
.io/client-go/kubernetes/typed/policy/v1beta1/fake/build,660,580,1309.0727272727274,160.0761697917309
.io/client-go/kubernetes/typed/policy/v1beta1/build,707,626,1225.5912305516265,178.97881901694095
.io/client-go/kubernetes/typed/networking/v1/fake/build,618,539,1235.7831715210359,136.64075237889574
.io/client-go/kubernetes/typed/networking/v1/build,660,581,1169.7787878787881,155.26792988290231
.io/client-go/kubernetes/typed/extensions/v1beta1/fake/build,660,580,1460.9348484848488,123.5887755023662
.io/client-go/kubernetes/typed/extensions/v1beta1/build,707,626,1469.4710042432814,142.90081623233735
.io/client-go/kubernetes/typed/core/v1/fake/build,664,584,2153.260542168674,217.38326534393352
.io/client-go/kubernetes/typed/core/v1/build,726,630,2117.3663911845729,238.7572379547604
.io/client-go/kubernetes/typed/certificates/v1beta1/fake/build,660,580,1310.556060606061,149.87207962635648
.io/client-go/kubernetes/typed/certificates/v1beta1/build,706,625,1233.0934844192634,174.25657218709077
.io/client-go/kubernetes/typed/batch/v2alpha1/fake/build,660,580,1212.6378787878784,145.19051610962578
.io/client-go/kubernetes/typed/batch/v2alpha1/build,707,626,1142.152758132956,167.70331410284894
.io/client-go/kubernetes/typed/batch/v1beta1/build,526,490,1237.1901140684406,57.538574863480072
.io/client-go/kubernetes/typed/batch/v1/fake/build,660,580,1190.7196969696972,140.53215112261435
.io/client-go/kubernetes/typed/batch/v1/build,707,626,1121.9264497878357,161.13719532078369
.io/client-go/kubernetes/typed/autoscaling/v2beta1/build,508,472,1292.9468503937007,68.2715249157419
.io/client-go/kubernetes/typed/autoscaling/v1/fake/build,660,580,1234.6378787878787,145.19051610962583
.io/client-go/kubernetes/typed/autoscaling/v1/build,707,626,1164.1527581329563,167.70331410284894
.io/client-go/kubernetes/typed/authorization/v1beta1/fake/build,660,580,1234.1166666666666,178.27328093689206
.io/client-go/kubernetes/typed/authorization/v1beta1/build,706,625,1240.5637393767709,205.92085387155115
.io/client-go/kubernetes/typed/authorization/v1/fake/build,660,580,1180.1848484848483,174.55666561926708
.io/client-go/kubernetes/typed/authorization/v1/build,707,626,1227.3479490806224,200.51402218854844
.io/client-go/kubernetes/typed/authentication/v1beta1/fake/build,660,580,919.88484848484848,142.21746608917897
.io/client-go/kubernetes/typed/authentication/v1beta1/build,724,628,986.58563535911594,175.57414093053731
.io/client-go/kubernetes/typed/authentication/v1/fake/build,660,580,904.95303030303046,138.36087682806269
.io/client-go/kubernetes/typed/authentication/v1/build,707,626,980.33946251768054,166.73366205938558
.io/client-go/kubernetes/typed/apps/v1beta2/fake/build,512,476,1416.0761718750002,86.257136512910066
.io/client-go/kubernetes/typed/apps/v1beta2/build,540,504,1342.5685185185182,80.188489275409026
.io/client-go/kubernetes/typed/apps/v1beta1/fake/build,660,580,1293.8833333333332,141.00649484426259
.io/client-go/kubernetes/typed/apps/v1beta1/build,707,626,1210.712871287129,165.58865171353057
.io/client-go/kubernetes/typed/admissionregistration/v1alpha1/build,518,439,1239.2799227799228,168.29742721201526
.io/client-go/kubernetes/scheme/build,729,631,2772.4320987654328,589.87556530143081
.io/client-go/kubernetes/fake/build,678,583,8374.3377581120949,1946.9063759490512
.io/client-go/kubernetes/build,726,630,5263.5330578512394,1935.9736449854081
.io/client-go/informers/storage/v1beta1/build,676,581,1137.5428994082843,159.60041657755508
.io/client-go/informers/storage/v1/build,676,581,1107.4304733727811,142.95269216046177
.io/client-go/informers/storage/build,676,581,935.93491124260356,262.54595403357388
.io/client-go/informers/settings/v1alpha1/build,675,580,1116.0429629629632,138.05011214416996
.io/client-go/informers/settings/build,675,580,708.62074074074087,163.56020003368423
.io/client-go/informers/scheduling/v1alpha1/build,514,478,1192.035019455253,84.7652804357335
.io/client-go/informers/scheduling/build,515,479,927.62524271844666,195.85755102986874
.io/client-go/informers/rbac/v1beta1/build,676,581,1181.3846153846152,134.20527118863407
.io/client-go/informers/rbac/v1alpha1/build,675,580,1184.1437037037035,134.9583904484428
.io/client-go/informers/rbac/v1/build,509,473,1232.2416502946951,70.521416820296707
.io/client-go/informers/rbac/build,676,581,943.52071005917151,252.81999660147366
.io/client-go/informers/policy/v1beta1/build,676,581,1132.248520710059,148.49357261820987
.io/client-go/informers/policy/build,676,581,701.63313609467457,160.89813210596134
.io/client-go/informers/networking/v1/build,640,546,1119.96875,129.27101116288046
.io/client-go/informers/networking/build,640,546,754.32656249999991,194.4922797122403
.io/client-go/informers/internalinterfaces/build,676,581,743.24556213017763,168.87238765887531
